,transaction_id,date,account_id,account_type,category,vendor,amount,type,status,balance_after_transaction,total_spent,transaction_count,initial_balance,ending_balance,credit_limit,total_spent_total,transaction_count_total,total_spent_total,transaction_count_total
597,598,2023-08-21,1,Checking,Dining,Chipotle,40.65,debit,completed,-23422.51,,,5000,,,13425.619999999999,79.0,19737.97,120
598,599,2023-08-22,1,Checking,Shopping,Target,102.16,debit,completed,-23524.67,,,5000,,,9529.24,63.0,15401.48,101
599,600,2023-08-23,1,Checking,Dining,McDonald's,57.96,credit,completed,-23466.71,,,5000,,,13425.619999999999,79.0,19737.97,120
600,601,2023-08-24,1,Checking,Dining,McDonald's,146.8,debit,completed,-23613.51,,,5000,,,13425.619999999999,79.0,19737.97,120
601,602,2023-08-25,1,Checking,Healthcare,CVS,211.52,debit,completed,-23825.03,,,5000,,,13175.28,80.0,16608.36,106
602,603,2023-08-26,1,Checking,Dining,McDonald's,201.07,debit,completed,-24026.1,,,5000,,,13425.619999999999,79.0,19737.97,120
603,604,2023-08-27,1,Checking,Utilities,Con Edison,74.0,debit,completed,-24100.1,,,5000,,,8867.09,61.0,13999.15,95
604,605,2023-08-28,1,Checking,Shopping,Target,220.48,debit,completed,-24320.579999999998,,,5000,,,9529.24,63.0,15401.48,101
605,606,2023-08-29,1,Checking,Groceries,Whole Foods,206.34,credit,completed,-24114.239999999998,,,5000,,,8829.12,62.0,14691.57,101
606,607,2023-08-30,1,Checking,Utilities,Comcast,250.57,debit,completed,-24364.809999999998,,,5000,,,8867.09,61.0,13999.15,95
607,608,2023-08-31,1,Checking,Rent,Rent Payment,59.18,debit,pending,-24423.989999999998,,,5000,,,10299.59,68.0,17219.66,110
608,609,2023-09-01,1,Checking,Groceries,Trader Joe's,284.68,debit,pending,-24708.67,,,5000,,,8829.12,62.0,14691.57,101
609,610,2023-09-02,1,Checking,Groceries,Trader Joe's,273.21,debit,completed,-24981.879999999997,,,5000,,,8829.12,62.0,14691.57,101
610,611,2023-09-03,1,Checking,Rent,Rent Payment,54.28,debit,completed,-25036.159999999996,,,5000,,,10299.59,68.0,17219.66,110
611,612,2023-09-04,1,Checking,Shopping,Target,38.44,debit,completed,-25074.599999999995,,,5000,,,9529.24,63.0,15401.48,101
612,613,2023-09-05,1,Checking,Utilities,Con Edison,47.58,credit,completed,-25027.019999999993,,,5000,,,8867.09,61.0,13999.15,95
613,614,2023-09-06,1,Checking,Dining,Chipotle,193.95,debit,completed,-25220.969999999994,,,5000,,,13425.619999999999,79.0,19737.97,120
614,615,2023-09-07,1,Checking,Healthcare,CVS,184.82,debit,pending,-25405.789999999994,,,5000,,,13175.28,80.0,16608.36,106
615,616,2023-09-08,1,Checking,Rent,Rent Payment,222.69,debit,completed,-25628.479999999992,,,5000,,,10299.59,68.0,17219.66,110
616,617,2023-09-09,1,Checking,Entertainment,Movie Theater,75.91,credit,pending,-25552.569999999992,,,5000,,,10627.59,70.0,16169.18,108
617,618,2023-09-10,1,Checking,Groceries,Walmart,273.53,debit,completed,-25826.09999999999,,,5000,,,8829.12,62.0,14691.57,101
618,619,2023-09-11,1,Checking,Entertainment,Netflix,143.87,credit,completed,-25682.229999999992,,,5000,,,10627.59,70.0,16169.18,108
619,620,2023-09-12,1,Checking,Healthcare,CVS,242.32,credit,completed,-25439.909999999993,,,5000,,,13175.28,80.0,16608.36,106
620,621,2023-09-13,1,Checking,Shopping,Amazon,99.34,debit,completed,-25539.249999999993,,,5000,,,9529.24,63.0,15401.48,101
621,622,2023-09-14,1,Checking,Entertainment,Spotify,84.9,debit,pending,-25624.149999999994,,,5000,,,10627.59,70.0,16169.18,108
622,623,2023-09-15,1,Checking,Groceries,Trader Joe's,110.36,debit,completed,-25734.509999999995,,,5000,,,8829.12,62.0,14691.57,101
623,624,2023-09-16,1,Checking,Dining,McDonald's,271.17,credit,completed,-25463.339999999997,,,5000,,,13425.619999999999,79.0,19737.97,120
624,625,2023-09-17,1,Checking,Entertainment,Movie Theater,123.13,debit,completed,-25586.469999999998,,,5000,,,10627.59,70.0,16169.18,108
625,626,2023-09-18,1,Checking,Rent,Rent Payment,192.34,credit,completed,-25394.129999999997,,,5000,,,10299.59,68.0,17219.66,110
626,627,2023-09-19,1,Checking,Utilities,Comcast,209.3,debit,completed,-25603.429999999997,,,5000,,,8867.09,61.0,13999.15,95
627,628,2023-09-20,1,Checking,Shopping,Target,288.5,credit,pending,-25314.929999999997,,,5000,,,9529.24,63.0,15401.48,101
628,629,2023-09-21,1,Checking,Dining,Starbucks,275.23,credit,completed,-25039.699999999997,,,5000,,,13425.619999999999,79.0,19737.97,120
629,630,2023-09-22,1,Checking,Rent,Rent Payment,177.54,credit,completed,-24862.159999999996,,,5000,,,10299.59,68.0,17219.66,110
630,631,2023-09-23,1,Checking,Rent,Rent Payment,230.71,debit,completed,-25092.869999999995,,,5000,,,10299.59,68.0,17219.66,110
631,632,2023-09-24,1,Checking,Dining,McDonald's,299.9,debit,completed,-25392.769999999997,,,5000,,,13425.619999999999,79.0,19737.97,120
632,633,2023-09-25,1,Checking,Dining,Chipotle,233.3,credit,completed,-25159.469999999998,,,5000,,,13425.619999999999,79.0,19737.97,120
633,634,2023-09-26,1,Checking,Rent,Rent Payment,133.95,debit,completed,-25293.42,,,5000,,,10299.59,68.0,17219.66,110
634,635,2023-09-27,1,Checking,Dining,Starbucks,279.35,credit,completed,-25014.07,,,5000,,,13425.619999999999,79.0,19737.97,120
635,636,2023-09-28,1,Checking,Utilities,Con Edison,91.85,credit,completed,-24922.22,,,5000,,,8867.09,61.0,13999.15,95
636,637,2023-09-29,1,Checking,Utilities,Con Edison,194.44,debit,completed,-25116.66,,,5000,,,8867.09,61.0,13999.15,95
637,638,2023-09-30,1,Checking,Healthcare,CVS,32.73,debit,completed,-25149.39,,,5000,,,13175.28,80.0,16608.36,106
638,639,2023-10-01,1,Checking,Groceries,Trader Joe's,288.4,debit,completed,-25437.79,,,5000,,,8829.12,62.0,14691.57,101
639,640,2023-10-02,1,Checking,Dining,Starbucks,202.43,debit,completed,-25640.22,,,5000,,,13425.619999999999,79.0,19737.97,120
640,641,2023-10-03,1,Checking,Dining,Starbucks,233.94,debit,completed,-25874.16,,,5000,,,13425.619999999999,79.0,19737.97,120
641,642,2023-10-04,1,Checking,Groceries,Trader Joe's,291.3,debit,pending,-26165.46,,,5000,,,8829.12,62.0,14691.57,101
642,643,2023-10-05,1,Checking,Shopping,Amazon,261.9,debit,completed,-26427.36,,,5000,,,9529.24,63.0,15401.48,101
643,644,2023-10-06,1,Checking,Entertainment,Movie Theater,290.39,credit,completed,-26136.97,,,5000,,,10627.59,70.0,16169.18,108
644,645,2023-10-07,1,Checking,Utilities,Con Edison,264.07,debit,completed,-26401.04,,,5000,,,8867.09,61.0,13999.15,95
645,646,2023-10-08,1,Checking,Dining,McDonald's,86.39,credit,completed,-26314.65,,,5000,,,13425.619999999999,79.0,19737.97,120
646,647,2023-10-09,1,Checking,Healthcare,Walgreens,173.38,debit,completed,-26488.030000000002,,,5000,,,13175.28,80.0,16608.36,106
647,648,2023-10-10,1,Checking,Entertainment,Movie Theater,98.92,debit,completed,-26586.95,,,5000,,,10627.59,70.0,16169.18,108
648,649,2023-10-11,1,Checking,Rent,Rent Payment,123.03,debit,completed,-26709.98,,,5000,,,10299.59,68.0,17219.66,110
649,650,2023-10-12,1,Checking,Dining,McDonald's,7.53,debit,completed,-26717.51,,,5000,,,13425.619999999999,79.0,19737.97,120
650,651,2023-10-13,1,Checking,Healthcare,CVS,197.74,debit,pending,-26915.25,,,5000,,,13175.28,80.0,16608.36,106
651,652,2023-10-14,1,Checking,Dining,Starbucks,218.19,debit,completed,-27133.44,,,5000,,,13425.619999999999,79.0,19737.97,120
652,653,2023-10-15,1,Checking,Utilities,Con Edison,258.51,credit,completed,-26874.93,,,5000,,,8867.09,61.0,13999.15,95
653,654,2023-10-16,1,Checking,Groceries,Trader Joe's,173.54,debit,completed,-27048.47,,,5000,,,8829.12,62.0,14691.57,101
654,655,2023-10-17,1,Checking,Groceries,Whole Foods,118.73,credit,completed,-26929.74,,,5000,,,8829.12,62.0,14691.57,101
655,656,2023-10-18,1,Checking,Utilities,Comcast,140.39,credit,completed,-26789.350000000002,,,5000,,,8867.09,61.0,13999.15,95
656,657,2023-10-19,1,Checking,Rent,Rent Payment,78.55,debit,completed,-26867.9,,,5000,,,10299.59,68.0,17219.66,110
657,658,2023-10-20,1,Checking,Healthcare,CVS,258.96,debit,completed,-27126.86,,,5000,,,13175.28,80.0,16608.36,106
658,659,2023-10-21,1,Checking,Rent,Rent Payment,16.18,debit,completed,-27143.04,,,5000,,,10299.59,68.0,17219.66,110
659,660,2023-10-22,1,Checking,Healthcare,CVS,29.08,credit,completed,-27113.96,,,5000,,,13175.28,80.0,16608.36,106
660,661,2023-10-23,1,Checking,Rent,Rent Payment,73.72,debit,completed,-27187.68,,,5000,,,10299.59,68.0,17219.66,110
661,662,2023-10-24,1,Checking,Groceries,Walmart,28.88,debit,completed,-27216.56,,,5000,,,8829.12,62.0,14691.57,101
662,663,2023-10-25,1,Checking,Entertainment,Netflix,29.06,debit,completed,-27245.620000000003,,,5000,,,10627.59,70.0,16169.18,108
663,664,2023-10-26,1,Checking,Entertainment,Spotify,275.88,debit,completed,-27521.500000000004,,,5000,,,10627.59,70.0,16169.18,108
664,665,2023-10-27,1,Checking,Groceries,Whole Foods,27.68,credit,completed,-27493.820000000003,,,5000,,,8829.12,62.0,14691.57,101
665,666,2023-10-28,1,Checking,Healthcare,CVS,276.82,debit,completed,-27770.640000000003,,,5000,,,13175.28,80.0,16608.36,106
666,667,2023-10-29,1,Checking,Shopping,Best Buy,258.67,credit,completed,-27511.970000000005,,,5000,,,9529.24,63.0,15401.48,101
667,668,2023-10-30,1,Checking,Shopping,Target,234.46,debit,completed,-27746.430000000004,,,5000,,,9529.24,63.0,15401.48,101
668,669,2023-10-31,1,Checking,Groceries,Trader Joe's,197.26,debit,completed,-27943.690000000002,,,5000,,,8829.12,62.0,14691.57,101
669,670,2023-11-01,1,Checking,Rent,Rent Payment,295.66,debit,completed,-28239.350000000002,,,5000,,,10299.59,68.0,17219.66,110
670,671,2023-11-02,1,Checking,Groceries,Trader Joe's,223.11,debit,completed,-28462.460000000003,,,5000,,,8829.12,62.0,14691.57,101
671,672,2023-11-03,1,Checking,Shopping,Target,234.84,credit,completed,-28227.620000000003,,,5000,,,9529.24,63.0,15401.48,101
672,673,2023-11-04,1,Checking,Entertainment,Spotify,281.44,credit,pending,-27946.180000000004,,,5000,,,10627.59,70.0,16169.18,108
673,674,2023-11-05,1,Checking,Rent,Rent Payment,5.6,debit,completed,-27951.780000000002,,,5000,,,10299.59,68.0,17219.66,110
674,675,2023-11-06,1,Checking,Rent,Rent Payment,94.87,debit,completed,-28046.65,,,5000,,,10299.59,68.0,17219.66,110
675,676,2023-11-07,1,Checking,Groceries,Whole Foods,191.5,credit,completed,-27855.15,,,5000,,,8829.12,62.0,14691.57,101
676,677,2023-11-08,1,Checking,Dining,Chipotle,68.91,debit,completed,-27924.06,,,5000,,,13425.619999999999,79.0,19737.97,120
677,678,2023-11-09,1,Checking,Groceries,Whole Foods,7.99,credit,completed,-27916.07,,,5000,,,8829.12,62.0,14691.57,101
678,679,2023-11-10,1,Checking,Rent,Rent Payment,83.79,debit,completed,-27999.86,,,5000,,,10299.59,68.0,17219.66,110
679,680,2023-11-11,1,Checking,Shopping,Best Buy,278.39,debit,completed,-28278.25,,,5000,,,9529.24,63.0,15401.48,101
680,681,2023-11-12,1,Checking,Groceries,Walmart,30.64,debit,pending,-28308.89,,,5000,,,8829.12,62.0,14691.57,101
681,682,2023-11-13,1,Checking,Rent,Rent Payment,177.99,debit,completed,-28486.88,,,5000,,,10299.59,68.0,17219.66,110
682,683,2023-11-14,1,Checking,Entertainment,Movie Theater,27.8,credit,pending,-28459.08,,,5000,,,10627.59,70.0,16169.18,108
683,684,2023-11-15,1,Checking,Shopping,Best Buy,134.07,credit,completed,-28325.010000000002,,,5000,,,9529.24,63.0,15401.48,101
684,685,2023-11-16,1,Checking,Healthcare,CVS,122.55,debit,completed,-28447.56,,,5000,,,13175.28,80.0,16608.36,106
685,686,2023-11-17,1,Checking,Entertainment,Spotify,111.31,debit,completed,-28558.870000000003,,,5000,,,10627.59,70.0,16169.18,108
686,687,2023-11-18,1,Checking,Dining,Starbucks,153.99,debit,completed,-28712.860000000004,,,5000,,,13425.619999999999,79.0,19737.97,120
687,688,2023-11-19,1,Checking,Rent,Rent Payment,257.11,debit,completed,-28969.970000000005,,,5000,,,10299.59,68.0,17219.66,110
688,689,2023-11-20,1,Checking,Dining,Starbucks,248.19,debit,completed,-29218.160000000003,,,5000,,,13425.619999999999,79.0,19737.97,120
689,690,2023-11-21,1,Checking,Healthcare,Walgreens,186.34,credit,completed,-29031.820000000003,,,5000,,,13175.28,80.0,16608.36,106
690,691,2023-11-22,1,Checking,Rent,Rent Payment,220.28,credit,pending,-28811.540000000005,,,5000,,,10299.59,68.0,17219.66,110
691,692,2023-11-23,1,Checking,Rent,Rent Payment,6.6,debit,completed,-28818.140000000003,,,5000,,,10299.59,68.0,17219.66,110
692,693,2023-11-24,1,Checking,Shopping,Amazon,172.52,credit,pending,-28645.620000000003,,,5000,,,9529.24,63.0,15401.48,101
693,694,2023-11-25,1,Checking,Healthcare,CVS,252.21,debit,completed,-28897.83,,,5000,,,13175.28,80.0,16608.36,106
694,695,2023-11-26,1,Checking,Utilities,Comcast,213.25,debit,completed,-29111.08,,,5000,,,8867.09,61.0,13999.15,95
695,696,2023-11-27,1,Checking,Entertainment,Netflix,277.36,credit,completed,-28833.72,,,5000,,,10627.59,70.0,16169.18,108
696,697,2023-11-28,1,Checking,Groceries,Trader Joe's,123.22,debit,completed,-28956.940000000002,,,5000,,,8829.12,62.0,14691.57,101
697,698,2023-11-29,1,Checking,Rent,Rent Payment,296.95,debit,completed,-29253.890000000003,,,5000,,,10299.59,68.0,17219.66,110
698,699,2023-11-30,1,Checking,Healthcare,CVS,284.37,debit,completed,-29538.260000000002,,,5000,,,13175.28,80.0,16608.36,106
699,700,2023-12-01,1,Checking,Dining,Chipotle,23.52,debit,completed,-29561.780000000002,,,5000,,,13425.619999999999,79.0,19737.97,120
700,701,2023-12-02,1,Checking,Groceries,Whole Foods,135.0,credit,completed,-29426.780000000002,,,5000,,,8829.12,62.0,14691.57,101
701,702,2023-12-03,1,Checking,Groceries,Trader Joe's,104.5,credit,completed,-29322.280000000002,,,5000,,,8829.12,62.0,14691.57,101
702,703,2023-12-04,1,Checking,Groceries,Walmart,299.32,debit,completed,-29621.600000000002,,,5000,,,8829.12,62.0,14691.57,101
703,704,2023-12-05,1,Checking,Groceries,Walmart,95.57,debit,completed,-29717.170000000002,,,5000,,,8829.12,62.0,14691.57,101
704,705,2023-12-06,1,Checking,Entertainment,Spotify,138.84,debit,completed,-29856.010000000002,,,5000,,,10627.59,70.0,16169.18,108
705,706,2023-12-07,1,Checking,Dining,Chipotle,299.07,debit,completed,-30155.08,,,5000,,,13425.619999999999,79.0,19737.97,120
706,707,2023-12-08,1,Checking,Utilities,Con Edison,10.4,debit,completed,-30165.480000000003,,,5000,,,8867.09,61.0,13999.15,95
707,708,2023-12-09,1,Checking,Healthcare,CVS,169.91,debit,completed,-30335.390000000003,,,5000,,,13175.28,80.0,16608.36,106
708,709,2023-12-10,1,Checking,Utilities,Con Edison,234.06,debit,completed,-30569.450000000004,,,5000,,,8867.09,61.0,13999.15,95
709,710,2023-12-11,1,Checking,Dining,McDonald's,199.32,debit,completed,-30768.770000000004,,,5000,,,13425.619999999999,79.0,19737.97,120
710,711,2023-12-12,1,Checking,Shopping,Amazon,188.98,debit,completed,-30957.750000000004,,,5000,,,9529.24,63.0,15401.48,101
711,712,2023-12-13,1,Checking,Shopping,Best Buy,88.56,debit,completed,-31046.310000000005,,,5000,,,9529.24,63.0,15401.48,101
712,713,2023-12-14,1,Checking,Groceries,Whole Foods,100.35,credit,completed,-30945.960000000006,,,5000,,,8829.12,62.0,14691.57,101
713,714,2023-12-15,1,Checking,Entertainment,Spotify,296.67,credit,pending,-30649.290000000008,,,5000,,,10627.59,70.0,16169.18,108
714,715,2023-12-16,1,Checking,Healthcare,Walgreens,130.42,debit,completed,-30779.710000000006,,,5000,,,13175.28,80.0,16608.36,106
715,716,2023-12-17,1,Checking,Dining,McDonald's,206.23,debit,pending,-30985.940000000006,,,5000,,,13425.619999999999,79.0,19737.97,120
716,717,2023-12-18,1,Checking,Shopping,Target,260.0,credit,completed,-30725.940000000006,,,5000,,,9529.24,63.0,15401.48,101
717,718,2023-12-19,1,Checking,Entertainment,Movie Theater,9.68,debit,completed,-30735.620000000006,,,5000,,,10627.59,70.0,16169.18,108
718,719,2023-12-20,1,Checking,Utilities,Con Edison,98.01,debit,completed,-30833.630000000005,,,5000,,,8867.09,61.0,13999.15,95
719,720,2023-12-21,1,Checking,Entertainment,Movie Theater,65.1,credit,completed,-30768.530000000006,,,5000,,,10627.59,70.0,16169.18,108
720,721,2023-12-22,1,Checking,Groceries,Whole Foods,23.12,credit,completed,-30745.410000000007,,,5000,,,8829.12,62.0,14691.57,101
721,722,2023-12-23,1,Checking,Healthcare,CVS,49.96,debit,completed,-30795.370000000006,,,5000,,,13175.28,80.0,16608.36,106
722,723,2023-12-24,1,Checking,Rent,Rent Payment,75.41,credit,completed,-30719.960000000006,,,5000,,,10299.59,68.0,17219.66,110
723,724,2023-12-25,1,Checking,Dining,Starbucks,138.83,debit,completed,-30858.790000000008,,,5000,,,13425.619999999999,79.0,19737.97,120
724,725,2023-12-26,1,Checking,Healthcare,Walgreens,247.59,debit,pending,-31106.38000000001,,,5000,,,13175.28,80.0,16608.36,106
725,726,2023-12-27,1,Checking,Healthcare,Walgreens,70.87,debit,completed,-31177.250000000007,,,5000,,,13175.28,80.0,16608.36,106
726,727,2023-12-28,1,Checking,Utilities,Con Edison,169.3,debit,completed,-31346.550000000007,,,5000,,,8867.09,61.0,13999.15,95
727,728,2023-12-29,1,Checking,Healthcare,Walgreens,243.66,debit,completed,-31590.210000000006,,,5000,,,13175.28,80.0,16608.36,106
728,729,2023-12-30,1,Checking,Dining,McDonald's,275.3,debit,completed,-31865.510000000006,,,5000,,,13425.619999999999,79.0,19737.97,120
729,730,2023-12-31,1,Checking,Entertainment,Netflix,56.92,debit,completed,-31922.430000000004,,,5000,-31922.430000000004,,10627.59,70.0,16169.18,108
730,731,2024-01-01,1,Checking,Utilities,Comcast,289.61,debit,completed,-32212.040000000005,,,5000,,,,,13999.15,95
731,732,2024-01-02,1,Checking,Shopping,Target,94.8,credit,completed,-32117.240000000005,,,5000,,,,,15401.48,101
732,733,2024-01-03,1,Checking,Entertainment,Netflix,24.29,debit,completed,-32141.530000000006,,,5000,,,,,16169.18,108
733,734,2024-01-04,1,Checking,Utilities,Con Edison,239.3,credit,completed,-31902.230000000007,,,5000,,,,,13999.15,95
734,735,2024-01-05,1,Checking,Rent,Rent Payment,148.77,debit,completed,-32051.000000000007,,,5000,,,,,17219.66,110
735,736,2024-01-06,1,Checking,Dining,McDonald's,230.54,debit,completed,-32281.540000000008,,,5000,,,,,19737.97,120
736,737,2024-01-07,1,Checking,Healthcare,Walgreens,45.29,credit,completed,-32236.250000000007,,,5000,,,,,16608.36,106
737,738,2024-01-08,1,Checking,Healthcare,CVS,140.59,debit,completed,-32376.840000000007,,,5000,,,,,16608.36,106
738,739,2024-01-09,1,Checking,Healthcare,Walgreens,236.43,debit,completed,-32613.270000000008,,,5000,,,,,16608.36,106
739,740,2024-01-10,1,Checking,Shopping,Target,109.29,debit,completed,-32722.56000000001,,,5000,,,,,15401.48,101
740,741,2024-01-11,1,Checking,Shopping,Target,145.54,credit,completed,-32577.020000000008,,,5000,,,,,15401.48,101
741,742,2024-01-12,1,Checking,Utilities,Con Edison,141.47,debit,completed,-32718.49000000001,,,5000,,,,,13999.15,95
742,743,2024-01-13,1,Checking,Utilities,Con Edison,10.53,debit,completed,-32729.020000000008,,,5000,,,,,13999.15,95
743,744,2024-01-14,1,Checking,Healthcare,CVS,129.43,credit,completed,-32599.590000000007,,,5000,,,,,16608.36,106
744,745,2024-01-15,1,Checking,Rent,Rent Payment,194.75,debit,completed,-32794.34000000001,,,5000,,,,,17219.66,110
745,746,2024-01-16,1,Checking,Shopping,Amazon,169.12,debit,completed,-32963.460000000014,,,5000,,,,,15401.48,101
746,747,2024-01-17,1,Checking,Entertainment,Spotify,153.93,debit,completed,-33117.390000000014,,,5000,,,,,16169.18,108
747,748,2024-01-18,1,Checking,Rent,Rent Payment,105.56,credit,completed,-33011.830000000016,,,5000,,,,,17219.66,110
748,749,2024-01-19,1,Checking,Groceries,Trader Joe's,45.73,credit,completed,-32966.10000000001,,,5000,,,,,14691.57,101
749,750,2024-01-20,1,Checking,Groceries,Trader Joe's,283.17,debit,completed,-33249.27000000001,,,5000,,,,,14691.57,101
750,751,2024-01-21,1,Checking,Entertainment,Netflix,121.56,debit,pending,-33370.83000000001,,,5000,,,,,16169.18,108
751,752,2024-01-22,1,Checking,Rent,Rent Payment,143.27,credit,pending,-33227.56000000001,,,5000,,,,,17219.66,110
752,753,2024-01-23,1,Checking,Shopping,Target,33.77,debit,completed,-33261.33000000001,,,5000,,,,,15401.48,101
753,754,2024-01-24,1,Checking,Utilities,Comcast,41.91,debit,pending,-33303.24000000001,,,5000,,,,,13999.15,95
754,755,2024-01-25,1,Checking,Healthcare,Walgreens,280.0,debit,completed,-33583.24000000001,,,5000,,,,,16608.36,106
755,756,2024-01-26,1,Checking,Shopping,Best Buy,161.18,debit,pending,-33744.42000000001,,,5000,,,,,15401.48,101
756,757,2024-01-27,1,Checking,Rent,Rent Payment,274.38,debit,completed,-34018.80000000001,,,5000,,,,,17219.66,110
757,758,2024-01-28,1,Checking,Utilities,Comcast,57.5,debit,completed,-34076.30000000001,,,5000,,,,,13999.15,95
758,759,2024-01-29,1,Checking,Rent,Rent Payment,153.14,debit,pending,-34229.44000000001,,,5000,,,,,17219.66,110
759,760,2024-01-30,1,Checking,Rent,Rent Payment,135.29,credit,completed,-34094.15000000001,,,5000,,,,,17219.66,110
760,761,2024-01-31,1,Checking,Dining,McDonald's,21.08,debit,completed,-34115.23000000001,,,5000,,,,,19737.97,120
761,762,2024-02-01,1,Checking,Shopping,Target,297.65,credit,completed,-33817.58000000001,,,5000,,,,,15401.48,101
762,763,2024-02-02,1,Checking,Groceries,Walmart,107.96,debit,pending,-33925.54000000001,,,5000,,,,,14691.57,101
763,764,2024-02-03,1,Checking,Shopping,Amazon,162.24,credit,completed,-33763.30000000001,,,5000,,,,,15401.48,101
764,765,2024-02-04,1,Checking,Dining,Chipotle,60.8,credit,completed,-33702.50000000001,,,5000,,,,,19737.97,120
765,766,2024-02-05,1,Checking,Utilities,Con Edison,90.89,debit,completed,-33793.39000000001,,,5000,,,,,13999.15,95
766,767,2024-02-06,1,Checking,Groceries,Walmart,290.12,credit,pending,-33503.270000000004,,,5000,,,,,14691.57,101
767,768,2024-02-07,1,Checking,Shopping,Best Buy,41.91,debit,completed,-33545.18000000001,,,5000,,,,,15401.48,101
768,769,2024-02-08,1,Checking,Entertainment,Netflix,132.55,credit,completed,-33412.630000000005,,,5000,,,,,16169.18,108
769,770,2024-02-09,1,Checking,Shopping,Target,217.77,debit,completed,-33630.4,,,5000,,,,,15401.48,101
770,771,2024-02-10,1,Checking,Groceries,Whole Foods,53.3,debit,completed,-33683.700000000004,,,5000,,,,,14691.57,101
771,772,2024-02-11,1,Checking,Shopping,Best Buy,90.28,debit,completed,-33773.98,,,5000,,,,,15401.48,101
772,773,2024-02-12,1,Checking,Utilities,Comcast,167.61,debit,completed,-33941.590000000004,,,5000,,,,,13999.15,95
773,774,2024-02-13,1,Checking,Dining,Chipotle,223.54,credit,completed,-33718.05,,,5000,,,,,19737.97,120
774,775,2024-02-14,1,Checking,Healthcare,Walgreens,241.56,debit,completed,-33959.61,,,5000,,,,,16608.36,106
775,776,2024-02-15,1,Checking,Entertainment,Spotify,175.25,credit,completed,-33784.36,,,5000,,,,,16169.18,108
776,777,2024-02-16,1,Checking,Groceries,Trader Joe's,275.37,credit,completed,-33508.99,,,5000,,,,,14691.57,101
777,778,2024-02-17,1,Checking,Shopping,Target,277.32,credit,completed,-33231.67,,,5000,,,,,15401.48,101
778,779,2024-02-18,1,Checking,Entertainment,Spotify,84.51,debit,completed,-33316.18,,,5000,,,,,16169.18,108
779,780,2024-02-19,1,Checking,Dining,McDonald's,179.7,debit,completed,-33495.88,,,5000,,,,,19737.97,120
780,781,2024-02-20,1,Checking,Utilities,Con Edison,259.65,credit,completed,-33236.229999999996,,,5000,,,,,13999.15,95
781,782,2024-02-21,1,Checking,Groceries,Whole Foods,257.89,debit,completed,-33494.119999999995,,,5000,,,,,14691.57,101
782,783,2024-02-22,1,Checking,Entertainment,Spotify,179.04,debit,completed,-33673.159999999996,,,5000,,,,,16169.18,108
783,784,2024-02-23,1,Checking,Dining,McDonald's,81.22,credit,completed,-33591.939999999995,,,5000,,,,,19737.97,120
784,785,2024-02-24,1,Checking,Rent,Rent Payment,284.9,credit,pending,-33307.03999999999,,,5000,,,,,17219.66,110
785,786,2024-02-25,1,Checking,Dining,Starbucks,135.38,debit,completed,-33442.41999999999,,,5000,,,,,19737.97,120
786,787,2024-02-26,1,Checking,Healthcare,Walgreens,208.66,debit,pending,-33651.079999999994,,,5000,,,,,16608.36,106
787,788,2024-02-27,1,Checking,Utilities,Comcast,10.62,debit,completed,-33661.7,,,5000,,,,,13999.15,95
788,789,2024-02-28,1,Checking,Utilities,Con Edison,22.52,debit,completed,-33684.219999999994,,,5000,,,,,13999.15,95
789,790,2024-02-29,1,Checking,Healthcare,Walgreens,29.35,debit,completed,-33713.56999999999,,,5000,,,,,16608.36,106
790,791,2024-03-01,1,Checking,Dining,Starbucks,33.37,debit,completed,-33746.939999999995,,,5000,,,,,19737.97,120
791,792,2024-03-02,1,Checking,Entertainment,Movie Theater,259.23,debit,pending,-34006.17,,,5000,,,,,16169.18,108
792,793,2024-03-03,1,Checking,Groceries,Walmart,114.97,credit,completed,-33891.2,,,5000,,,,,14691.57,101
793,794,2024-03-04,1,Checking,Rent,Rent Payment,23.54,credit,completed,-33867.659999999996,,,5000,,,,,17219.66,110
794,795,2024-03-05,1,Checking,Rent,Rent Payment,59.02,credit,completed,-33808.64,,,5000,,,,,17219.66,110
795,796,2024-03-06,1,Checking,Entertainment,Movie Theater,238.72,debit,completed,-34047.36,,,5000,,,,,16169.18,108
796,797,2024-03-07,1,Checking,Shopping,Amazon,24.07,debit,pending,-34071.43,,,5000,,,,,15401.48,101
797,798,2024-03-08,1,Checking,Healthcare,Walgreens,58.41,debit,completed,-34129.840000000004,,,5000,,,,,16608.36,106
798,799,2024-03-09,1,Checking,Utilities,Comcast,111.6,debit,pending,-34241.44,,,5000,,,,,13999.15,95
799,800,2024-03-10,1,Checking,Dining,Chipotle,99.38,debit,completed,-34340.82,,,5000,,,,,19737.97,120
800,801,2024-03-11,1,Checking,Dining,McDonald's,226.9,credit,completed,-34113.92,,,5000,,,,,19737.97,120
801,802,2024-03-12,1,Checking,Entertainment,Movie Theater,16.12,credit,completed,-34097.799999999996,,,5000,,,,,16169.18,108
802,803,2024-03-13,1,Checking,Dining,Starbucks,177.66,debit,completed,-34275.46,,,5000,,,,,19737.97,120
803,804,2024-03-14,1,Checking,Healthcare,CVS,152.03,credit,completed,-34123.43,,,5000,,,,,16608.36,106
804,805,2024-03-15,1,Checking,Utilities,Con Edison,237.83,debit,completed,-34361.26,,,5000,,,,,13999.15,95
